nr_crt,titlu_proiect,nume_beneficiar,nume_operatiune,fonduri_ue,buget_national,contributie_beneficiar,cheltuieli_neeligibile,total_valoare_proiect,currency,uri
400,ARTIS 3 - o clinica europeana intr-un oras romanesc de traditie,SC ART ESTET SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,192.440,0,82.475,65.033,339.948,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
401,Viziune optica,SC Starnet Consulting SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,79.414,0,34.035,26.320,139.769,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
402,Achizitie echipamente hardware si software pentru proiectare SC Archicraft SRL Satu Mare,SC Archicraft SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,133.424,0,74.079,39.426,246.929,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
403,"Dezvoltarea activitatii prin dotarea cu echipamente de specialitate si IT Municipiul Oradea, judetul Bihor",SC Marmorat Exim SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,217.438,0,93.188,59.019,369.644,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
404,Modernizarea si retehnologizarea microintreprinderii Briso Impex SRL,SC Briso Impex SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,124.670,0,53.430,33.839,211.939,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
405,Dezvoltarea de servicii integrate medicale si IT in medicina muncii pentru promovarea unei abordari centrate pe beneficiar in actul medical (e- MEDSAN),SC Medsan SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,370.469,0,158.773,103.492,632.734,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
406,"Extinderea capacitatii de productie prin achizitionarea de echipamente IT, de utilaje performante pentru tipar digital si utilaje de finisare",SC Eleron Com SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,67.435,0,28.901,18.304,114.640,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
407,Cresterea competitivitatii productiei de accesorii medicale pentru implantologie prin achizitia unui centru de prelucrari mecanice cu comanda numerica,SC BIO MICRON TRANSILVANIA SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,507.448,0,217.478,147.736,872.661,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
408,Dezvoltare durabila si competitiva a microintreprinderii,SC PETRE CONSTRUCT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,293.014,0,125.578,79.532,498.124,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
409,Investitii in echipamente si tehnologii moderne pentru cresterea productivitatii,SC MARCO CONTROL SHOES SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,577.949,0,247.692,243.611,1.069.252,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
410,"Constructie atelier de vulcanizare si achiztii de utilaje aferente la SC RIFAX COM SRL din localitatea Simleul Silvaniei, judetul Salaj",SC RIFAX COM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,198.764,0,85.185,56.890,340.839,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
411,"Investitii pentru cresterea capacitatii de productie si infiintarea serviciului de design tipografic la SC IDEAL TEAM SRL din Baia Mare, judetul Maramures",SC IDEAL TEAM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,728.900,0,324.543,205.142,1.258.584,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
412,"Clinica privata de obstetrica si ginecologie dr MUNCEAN, localitatea Satu-Mare, judetul Satu- Mare",SC Manitou Med SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,728.900,0,420.850,218.452,1.368.202,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
413,Modernizarea si diversificarea serviciilor firmei SC AUTOAS SERVICE SRL - intretinere si repararea autovehiculelor- prin utilizarea de echipamente si sisteme IT inovative (localitatea Satu Mare),SC AUTOAS SERVICE SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,594.280,0,273.338,317.919,1.185.537,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
414,"Cresterea competitivitatiisocietatii LORANT SRL, prin eficientizarea si modernizarea procesului de productie (Carei, judetul Satu Mare)",SC LORANT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,281.078,0,132.273,156.894,570.245,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
415,"SC COROLI CONSULT SRL - Achizitionarea de echipamente de specialitate moderne pentru COROLI CONSULT SRL in vederea asigurarii unor servicii de calitate in domeniul topografiei - cadastru - Cluj Napoca, jud. Cluj",SC COROLI CONSULT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,158.620,0,67.980,43.054,269.654,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
416,Program investitional pentru dezvoltarea capacitatilor tehnologice de producere a etichetelor speciale,SC ELTRONIS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,466.881,0,200.092,127.045,794.018,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
417,"Relocarea si modernizarea activitatii la SC GUL CAR SRL, Municipiul Carei, Judetul Satu Mare",SC GUL CAR SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,612.449,0,262.478,221.389,1.096.317,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
418,"Dezvoltarea activitatii de catering la SC NC TODEA SNC, Baia Mare, Maramures",SC NC TODEA SNC,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,76.816,0,32.921,20.850,130.587,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
419,Cresterea performantelor calitative si de productie prin implementarea unui sistem tehnologic performant,SC Klar Design SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,568.756,0,243.753,154.377,966.886,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
420,Spre o economie competitiva,SC PSALMI SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,52.170,0,22.359,17.335,91.864,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
421,"Utilizarea noilor tehnologii in cadrul SC PREFCON SRL Zalau, jud. Salaj - Garantia eficientei si competitivitatii in proiectare",SC PREFCON SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,423.236,0,181.387,114.878,719.501,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
422,"Cresterea calitatii si productivitatii serviciilor de proiectare - o conditie esentiala pentru dezvoltarea regionala, Baia Mare, Maramures",SC PROVIA SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,104.312,0,49.088,29.146,182.546,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
423,"Servicii noi si mai performante (Cluj-Napoca, Cluj)",SC ARHIPRO ARHITECTURA SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,221.157,0,94.782,60.028,375.967,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
424,Tehnologii noi si performante - garantia competitivitatii pe piata,SC TERM SERV SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,419.883,0,179.950,113.968,713.801,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
425,"Cresterea eficientei activitatii SC MEDIA GRUP SRL, jud. Salaj, prin diversificarea ofertei si dezvoltarea de produse cross-media",SC MEDIA GRUP SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,55.730,0,23.898,15.129,94.757,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
426,"Diversificarea si extinderea activitatii la SC NATI COM SRLprin deschiderea unui complex format din service auto, linie ITP, spalatorie auto, vulcanizare anvelope si centrare roti",SC NATI COM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,541.272,0,231.974,147.917,921.163,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
427,Modernizarea cabinetului stomatologic CORLAMED SRL Ludus,SC CORLA MED SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,132.383,0,56.736,36.933,226.052,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
428,Dezvoltarea activitatii SC ECOROM SRL in domeniul proiectarii si ingineriei mediului prin modernizarea dotarilor,SC ECOROM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,75.326,0,32.283,22.850,130.459,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
429,Modernizarea cabinetului stomatologic COMVIVTg. Mures,SC COMVIV SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,104.087,0,44.609,29.252,177.948,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
430,Specializarea in productia de serie a gaturilor instrumentelor muzicale cu coarde in vederea valorificarii superioare a lemnului de paltin din zona,SC ACUSTICA SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,728.863,0,353.591,393.697,1.476.151,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
431,Servicii complete competitive la SC AUTO CROSS SRL,SC AUTO CROSS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,219.720,0,94.166,59.638,373.524,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
432,Achizitionarea de aparatura medicala de imagistica si de laborator pentru complexul medical Dr. Rogojan Aurel,COMPLEX MEDICAL DR. ROGOJAN AUREL SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,158.516,0,67.936,43.026,269.478,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
433,Cresterea calitatii serviciilor de arhitectura si inginerie prin achizitionarea de noi tehnologii si echipamente,SC TOP FORM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,242.413,0,103.891,65.798,412.103,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
434,Dezvoltare si diversificare servicii ortopedie- traumatologie,SC CABINET MEDICAL DE ORTOPEDIE TRAUMATOLOGIE DR. VARI ANDRAS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,343.000,0,147.000,93.100,583.100,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
435,"Achizitie software si hardware la E & M CONSULT SRL , Sf. Gheorghe, jud. Covasna",SC E & M CONSULT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,67.446,0,29.500,18.419,115.365,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
436,Dezvoltarea activitatii de amenajari si cresterea productivitatii SC REUTLICOM SRL prin achizitia de echipamente performante,SC REUTLICOM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,169.159,0,72.497,51.986,293.642,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
437,"Modernizarea cabinetului stomatologic prin achizitionarea de echipamente si a unei licente pentru sistem de operare si antivirus pentru SC POMADENT SRLTg. Mures, jud. Mures",SC POMADENT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,55.297,0,23.700,15.009,94.006,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
438,Dezvoltarea capacitatii societatii SC DANCOR PROIECT SRL de a oferi servicii integrate de consultanta si publicitate,SC DANCOR PROIECT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,143.653,0,61.565,38.991,244.209,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
439,Cresterea calitatii informatiei economice prin modernizarea aplicatiilor informatice dezvoltate de SC SKY DISTRIBUTION SRL,SC SKY DISTRIBUTIONS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,80.458,0,34.482,21.839,136.779,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
440,Construire si utilare hala service auto,SC ALBA AUTO SERVICE SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,382.305,0,163.845,195.092,741.241,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
441,Achizitionare de echipamente si sisteme IT moderne pt activitateaprestare de serviciide consultanta in managementsi activitati de arhitectura si inginerie,SC EVALUAR SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,55.000,0,24.476,15.100,94.576,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
442,Productivitate pe baze tehnologice moderne si gestiune optima a resurselor materiilor prime SC BREDNIS SRL,SC BREDNIS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,525.588,0,225.252,346,751.186,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
443,Optimizarea unitatilor de productie prin retehnologizarea si modernizarea liniei productive SC SALATERM SRL,SC SALATERM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,497.293,0,213.126,8.766,719.185,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
444,Construire atelier reparatii si echipamente electrice electrocasnice masini si uz casnic operatiuni de mecanica generala si imprejmuire,SC YANA IUS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,624.598,0,267.685,332.401,1.224.684,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
445,Dotare cu utilaje MunicipiulAiud Jud Alba,SC NITU INTERNATIONAL SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,117.809,0,50.490,31.977,200.275,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
446,Construire spalatorie auto si sediu administrativZlatna Jud. Alba,SC CARISMA PLUS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,219.473,0,94.060,213.016,526.549,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
447,Modernizarea si extinderea sistemului de productie a panourilor din lemn pentru peretii portanti ai caselorecologice prin achizitia de echipamente performante de catre SC MORACOM SRL,SC MORACOM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,284.945,0,123.913,77.683,486.541,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
448,Modernizare linie de fabricatie tamplarie PVC si aluminiu,SC SORISER SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,268.126,0,114.911,72.777,455.814,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
449,Modernizarea societatii comerciale HIPPOPROJECT SRL prin achizitie de masini de birou si software specializat,SC HIPPOPROJECT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,66.691,0,28.582,18.102,113.374,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
450,"Centrul de training pentru proiectanti, SC CONSOFT SRL",SC CONSOFT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,140.195,0,60.083,38.053,238.331,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
451,Cresterea competitivitatii prin achizitia de tehnologii performante,SC CONSTRUCTII INGINERESTI SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,214.588,0,91.966,58.245,364.800,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
452,Cresterea capacitatii de productie la SC KOALA SRL,SC KOALA SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,728.864,0,312.370,197.834,1.239.068,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
453,BTL PRODUCT- Performanta in promovare si imagine,SC BTL PRODUCT SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,717.894,0,307.669,194.857,1.220.419,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
454,Extinderea serviciilor de intretinere si reparare a autovehiculelor la GUMIREX SRL,SC GUMIREX SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,63.687,0,27.294,22.968,113.949,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
455,"Construire service auto in localitatea Codlea,jud. Brasov",SC TRANS VIODIM SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,372.476,0,248.317,117.951,738.745,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
456,Cresterea competitivitatii societatii SC Taxus SRL Gheorghieni prin achizitionare de utilaje tehnologice performante de prelucrare a lemnului,SC TAXUS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,344.315,0,147.564,94.647,586.526,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
457,"Achizitia de utilaje si echipamente moderne, necesare activitatii de productie la SC JDER SRL",SC JDER SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,226.512,0,97.076,61.482,385.070,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
458,"Achizitionare echipamente stomatologice, radiologie dentara si tehnica dentara",SC DENTOMAX SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,283.361,0,121.440,75.126,479.927,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
459,"Dezvoltarea microintreprinderii Data Manangement solution SRL din Medias, jud. Sibiu prin achizitia si operationalizarea de sisteme informatice(hardware si software) specifice activitatii de administrare a arhivelor electronice",SC DATA MANAGEMENT SOLUTIONS SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,376.138,0,161.202,102.095,639.435,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
460,"Achizitie si implementare soft licentiat de proiectare asistata de calculator, agreat in industria auto si aeronautica",SC GEOPROIECT MODELING SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,153.283,0,65.693,41.606,260.582,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
461,Imbunatatirea serviciilor deproiectare la SC GEOPLAN CONSULTING SRL,SC GEOPLAN CONSULTING SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,58.018,0,24.865,15.748,98.631,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
462,Cresterea gradului de utilizare a tehnologiilor noi in producerea de euro paleti prin achizitii de utilaje performante,SC VARPATAKA SRL,Axa Prioritară 4/ DMI 4.3. Sprijinirea dezvoltării microîntreprinderilor,96.529,0,41.369,26.201,164.099,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
