Country,Level,Region,Parsed data file,Program,Initial,Operational Program,OP Name,Co-financing Rate,"Sub-program
information",Explanatory Notes,"Percent
Funded
by EU
Funds (minimum)","Percent
Funded
GERMANY,national,Schleswig-Holstein,de_schleswig-holstein_erdf.csv,ERDF,COM,Operational Programme 'Schleswig-Holstein',"Operationelles Programm EFRE Schleswig-Holstein 2007-2013, All Priorities",34.27%,,Call Frau Asbah =49 43199053358,,,,,12/31/2008,,,PDF,Tier 3,,,,,,,,,,name_des_begunstigten,,bezeichnung_des_vorhabens,,,,,,,,,,,,,,,gewahrte_betrage,,,,bei_abschluss_des_vorhabens_gezahlte_gesamtbetrage,jahr_der_bewilligung,,,,,,Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf,http://www.ib-sh.de/fileadmin/ibank/Zukunftsprogramm/zp-wirtschaft/Verzeichnis_der_Beguenstigten_im_Zukunftsprogramm_Wirtschaft_in_der_Foerderperiode_2007-2013.pdf
GERMANY,national,Thüringen,de_thuringen_esf.csv,ESF,RM,Operational Programme ESF Thuringia 2007-2013,"Operationelles Programm ESF Thüringen 2007-2013 , All Priorities",75.27%,2008,password protected,,,,,12/31/2008,7/1/2010,,PDF,Tier 3,yes,yes,not yet,not yet,,,,,,Name des Begünstigten,,Bezeichnung des Vorhabens,,,,,,,,,,,,,,,Gewährte Beträge,,,,Bei Abschluss des Vorhabens gezahlte Gesamtbeträge,Jahr der Bewilligung,,,,,,verzeichnis_der_beg__nstigten_esf.pdf,http://www.thueringen.de/imperia/md/content/esf/dastmwtaundderesf/verzeichnis_der_beg__nstigten_esf.pdf,,,,,Called press office (9 May ): Larissa Schulz-Trieglaff; +49 361 3797031 to send xls,,CALL UP - This document cannot be saved as it's password protected. So much for transparency.
GERMANY,national,Thüringen,de_thuringen_erdf.csv,ERDF,RM,Operational Programme 'Thüringen',"Operationelles Programm EFRE Thüringen 2007 bis 2013, All Priorities",31.56%,,password protected,,,,,12/31/2008,,,PDF,Tier 3,yes,no,not yet,not yet,,,,,,Name des Begünstigten,,Bezeichnung des Vorhabens,,,,,,,,,,,,,,,Gewährte Beträge,,,,Bei Abschluss des Vorhabens gezahlte Gesamtbeträge,Jahr der Bewilligung,,,,,,liste_der_beg__nstigten_2008_eng__ltig-geschuetzt.pdf,http://www.thueringen.de/imperia/md/content/efre/liste_der_beg__nstigten_2008_eng__ltig-geschuetzt.pdf,,,,,Called press office (9 May ): Larissa Schulz-Trieglaff; +49 361 3797031 to send xls,http://www.thueringen.de/imperia/md/content/tmwta/strukturfonds/liste_der_beg__nstigten_2007.pdf,Call MEP!
IRELAND,national,"Border, Midland and Western",ie_bmw_pri_1_erdf.csv,ERDF,,"Operational Programme 'Border, Midland and Western (BMW)'","Border, Midland and Western Operational Programme, All Priorities",50.00%,"Priority 1 Innovation, ICT and the Knowledge Economy",scraped from HTML tables,,,,EUR,6/30/2009,,,HTML,Tier 3,yes,yes,,,,,,,,NAME OF GRANT RECIPIENT,,GRANT TYPE,COUNTY,,,,,,,,,,,,,,,,,,TOTAL PAID OUT IN 2008,YEAR,,,,,,,,,,,,BMW Regional Assembly - Beneficiaries 2008 - OP 2007 - 2013.webarchive,http://www.bmwassembly.ie/beneficiaries/Beneficiary%20List.html
IRELAND,national,"Border, Midland and Western",ie_bmw_pri_1_research_erdf.csv,ERDF,,"Operational Programme 'Border, Midland and Western (BMW)'","Border, Midland and Western Operational Programme, All Priorities",50.00%,"Priority 1 Innovation, ICT and the Knowledge Economy Building Research Capacity",scraped from HTML tables,,,,EUR,6/30/2009,,,HTML,Tier 3,yes,yes,,,,,,,,Beneficiary,,,,,,,,,,,,,,,,,,,,,Research Total Payments,Year,,,,,,,,,,,,BMW Regional Assembly - PRTLI - Beneficiary 2007 - 2013.webarchive,http://www.bmwassembly.ie/beneficiaries/Beneficiary%20List.html
IRELAND,national,"Border, Midland and Western",ie_bmw_pri_2_erdf.csv,ERDF,,"Operational Programme 'Border, Midland and Western (BMW)'","Border, Midland and Western Operational Programme, All Priorities",50.00%,Priority 2 Environment and Risk Prevention,scraped from HTML tables,,,,EUR,6/30/2009,,,HTML,Tier 3,yes,yes,,,,,,,,Primary Client,,,County Name,,,,Sub Program,,,,,,,,,,,,,,Paid,Year,,,,,,,,,,,,BMW Regional Assembly - Beneficiaries 2008 - OP 2007 - 2013.webarchive,http://www.bmwassembly.ie/beneficiaries/Beneficiary%20List.html
IRELAND,national,"Border, Midland and Western",ie_bmw_pri_3_erdf.csv,ERDF,,"Operational Programme 'Border, Midland and Western (BMW)'","Border, Midland and Western Operational Programme, All Priorities",50.00%,Priority 3 Urban Development and Secondary Transport Networks,scraped from HTML tables,,,,EUR,6/30/2009,,,HTML,Tier 3,,yes,,,,,,,,Name of the beneficiaries,,Name of Operation,Location of Operation,,,,,,,,,,,,,,Public funding Amounts allocated,,,,,Year of allocation,,,,,,,,,,,,BMW Regional Assembly - Beneficiary List,http://www.bmwassembly.ie/beneficiaries/Beneficiary%20List.html
IRELAND,national,Southern and Eastern,ie_southernandeastern_pri_1_erdf.csv,ERDF,,Operational Programme 'Southern and Eastern',"Southern and Eastern Operational Programme, All Priorities",21.53%,"Priority 1 Innovation, ICT and the Knowledge Economy",scraped from HTML tables,,,,EUR,,,,HTML,Tier 3,yes,yes,,,,,,,,NAME OF GRANT RECIPIENT,,GRANT TYPE,COUNTY,,,,,,,,,,,,,,,,,,TOTAL PAID OUT IN 2008,YEAR,,,,,,,,,,,,not found,http://www.seregassembly.ie/op/beneficiaries/beneficiary.asp?temp=&amp;lang=en
IRELAND,national,Southern and Eastern,ie_southernandeastern_pri_1_research_erdf.csv,ERDF,,Operational Programme 'Southern and Eastern',"Southern and Eastern Operational Programme, All Priorities",21.53%,"Priority 1 Innovation, ICT and the Knowledge Economy Building Research Capacity",scraped from HTML tables,,,,EUR,,,,HTML,Tier 3,,yes,,,,,,,,Beneficiary,,,,,,,,,,,,,,,,,Research Total,,,,,Year,,,,,,,,,,,,not found,http://www.seregassembly.ie/op/beneficiaries/beneficiary.asp?temp=&amp;lang=en
IRELAND,national,Southern and Eastern,ie_southernandeastern_pri_2_erdf.csv,ERDF,,Operational Programme 'Southern and Eastern',"Southern and Eastern Operational Programme, All Priorities",21.53%,Priority 2: Environment & Accessibility,scraped from HTML tables,,,,EUR,,,,HTML,Tier 3,yes,yes,,,,,,,,Primary Client,,Title,County Name,,,,Sub Program,Programme Code,,,,,,,,,,,,,Paid,Year,,,,,,,,,,,,not found,http://www.seregassembly.ie/op/beneficiaries/beneficiary.asp?temp=&amp;lang=en
IRELAND,national,All regions,ie_allregions_esf.xls,ESF,CS,Human Capital Investment Operational Programme,"Human Capital Investment Operational Programme, All Priorities",41.40%,,ie_allregions_esf.xls (needs to be reviewed as figures do not correlate) - Catherine_Ryan@entemp.ie   to email list in excel by March 26,,,,EUR,,,,PDF,Tier 3,yes,yes,yes,,,,,PRIORITY,,Location/Name of Beneficiary,Name of Intermediate Body,,,,,Operation ,,,,,,,,,,,Total Public Funding Allocated under European Social Fund,,,,,,Time Frame,,,,,list of beneficiaires 2009.xls,http://www.esf.ie/en/hci-overview.aspx,,,,,list of beneficiaires 2009.pdf,http://www.esf.ie/en/hci-overview.aspx
LUXEMBOURG,national,all regions,lu_allregions_erdf.csv,ERDF,,Operational Programme 'Luxembourg',,,,,,,,,4/30/2009,,,PDF,Tier 3,not broken down by year,not broken down by year,not broken down by year,,,,,,,Beneficiary,,Project Title,,,,,,,,,,Feder Contribution,,,,,,,,Total,,,,,,,,liste_projets_cre.pdf,http://www.feder.public.lu/programme_reconversion/competitiviteregionale_emploi/liste_des_projets/liste_projets_cre.pdf,,,,,,http://www.feder.public.lu/programme_reconversion/competitiviteregionale_emploi/liste_des_projets/index.html
LUXEMBOURG,national,all regions,lu_allregions_esf_2008.csv,ESF,CS,Operational Programme ESF Luxembourg,"Programme opérationnel FSE au Luxembourg, All Priorities",50.00%,,The projects funded are divided into three different yearly  periods. ,,,,EUR,,,,HTML,Tier 3,,yes,,,,,,,,Beneficiaries,,,,,,Operation,,,,,,,,,,,,,,budget,,,,Date start,,,,index.html,,,http://www.fse.public.lu/projets/Operations20072013/2008_2010/index.html,,,,http://www.fse.public.lu/projets/periode20072013/2007_2010/index.html
LUXEMBOURG,national,"all regions
",lu_allregions_ESF_2009.csv,ESF,CS,,,,,,,,,EUR,,,,HTML,Tier 3,,,yes,,,,,,,Beneficiary,,,,,,Operation,,,,,,,,,,,,,,Budget,,,Duration,,,,,,,,http://www.fse.public.lu/projets/Operations20072013/2009_2010/index.html
LUXEMBOURG,national,all regions,lu_allregions_esf_2010.csv,ESF,CS,,,,,,,,,EUR,,,,HTML,Tier 3,,,,yes,,,,,,Beneficiary,,,,,,Operation,,,,,,,,,,,,,,budget,,,date,,,,,,,,http://www.fse.public.lu/projets/Operations20072013/2010/index.html
NETHERLANDS,national,Agentschap SZW,nl_agentschap_szw_esf.csv,ESF,,Operational Programme ESF 2007-2013,"Operationeel Programma ESF 2007-2013, All Priorities",41.29%,,Confirm this is the only file we need + when next update happens,,,,,2/9/2010,,,PDF,Tier 3,,,,,,,,,,Naam aanvrager,,Projectnaam,,,,,,,,,,,,,,,verleend Subsidiebedrag,,Percentage ESF,,,Jaar van verlening,,,,,,nl_agentschap_szw_esf,http://docs.minszw.nl/pdf//135/2010/135_2010_1_25429.pdf,,,,,,http://agentschap.szw.nl/index.cfm?fuseaction=dsp_rubriek&rubriek_id=392188&menu_item=14389
NETHERLANDS,national,Europa om de hoek,,"ERDF, ESF",,multiple - check,,,All programs - can scrape this database for all regions,,,,,,,,,HTML,Tier 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Projecten - Europa om de hoek,,,,,,,http://www.europaomdehoek.nl/
NETHERLANDS,national,Noord-Nederland,nl_noord_erdf.xls,ERDF,FP,Operational Programme 'North Netherlands',"Operationeel Programma Noord 2007-2013, All Priorities",45.45%,Official List of European grant,,,,,,,,,HTML,Tier 3,,,,,,,,,,Naam eindbegunstigde,,Naam project,,,,,,,,Afgerekend bedrag,,,,,,,Toegekende subsidie,,,,,Jaar toekenning / jaar laatste betaling,,,,,,SNN [Publicatielijst Europese subsidie],,,http://www.snn.eu/sjablonen/1/infotype/webpage/view.asp?objectID=1423,,,,http://www.ppcd.gov.mt/op1
NETHERLANDS,national,Oost-Nederland,nl_oost_erdf.xls,ERDF,FP,Operational Programme 'East Netherlands',"Operationeel Programma Oost 2007-2013, All Priorities",45.18%,"Priority 1:Innovative capacity, knowledge and entrepreneurship
",,,,,,,,,HTML,Tier 3,,,,,,,,,,Begunstigde,,Naam project,,Description,,,,,,,,Toegekende EFRO subsidie binnen het totaal,Totale publieke financiering,,,,,,,,,,Looptijd,,,,Datum gecommitteerd,"GO Gebundelde Innovatiekracht, het EFRO subsidieprogramma van Oost-Nederland / Projecten > Prioriteit 1",,,http://www.go-oostnederland.eu/?id=53,,,,http://www.snn.eu/sjablonen/1/infotype/webpage/view.asp?objectID=1423
NETHERLANDS,national,West-Nederland,nl_west_erdf.xls,ERDF,FP,Operational Programme 'West Netherlands',"Operationeel Programma West 2007-2013, All Priorities",40.32%,Projects Approved,,,,,,,,,HTML,Tier 3,,,,,,,,,,Begunstigde,,Goedgekeurde projecten,,Description,,,,,,,,EFRO,Overig Publiek,,Privaat,,,,,,,,Looptijd,,,,,kansen voor West - Goedgekeurde projecten FAQ,,,http://www.kansenvoorwest.nl/index.php?option=com_easyfaq&Itemid=42,,,,http://ec.europa.eu/regional_policy/country/commu/beneficiaries//netherlands/index_en.htm
NETHERLANDS,national,Zuid-Nederland,nl_priority1_erdf.xls,ERDF,FP,Operational Programme 'South Netherlands',"Operationeel Programma Zuid 2007-2013, All Priorities",40.20%,Priority 1 Projects Approved,needs scrape,,,,,,,,HTML,Tier 3,,,,,,,,,,Projectaanvrager,,Goedgekeurde projecten,Locatie,Doel van het project ,,,,,,,,EFRO,Publieke cofinanciering,,Private cofinanciering,,,,,,,,Looptijd,,,,,Goedgekeurde projecten prioriteit 1,,,http://www.op-zuid.nl/index.php?option=com_content&view=category&layout=blog&id=10&Itemid=17,,,,http://www.op-zuid.nl/
NETHERLANDS,national,Zuid-Nederland,nl_mkb_projecten_erdf.xls,ERDF,FP,Operational Programme 'South Netherlands',"Operationeel Programma Zuid 2007-2013, All Priorities",40.20%,Priority 1 Projects Approved,WAITING FOR AMOUNTS,,,,,,,,HTML,Tier 3,,,,,,,,,,Begunstigde,,Projectnaam,Locatie,,,Sub Program,,,,,,,,,,,,,,,,,,,,,,cleansophie20100615-1,,,http://www.op-zuid.nl/index.php?option=com_content&view=category&layout=blog&id=10&Itemid=17
NETHERLANDS,national,Zuid-Nederland,nl_mkb_medewerker_erdf.xls,ERDF,FP,Operational Programme 'South Netherlands',"Operationeel Programma Zuid 2007-2013, All Priorities",40.20%,Priority 1 Projects Approved,WAITING FOR AMOUNTS,,,,,,,,HTML,Tier 3,,,,,,,,,,Begunstigde,,Projectnaam,Locatie,,,Sub Program,,,,,,,,,,,,,,,,,,,,,,Uitvoering MKB Innovatiemedewerker,,,http://www.op-zuid.nl/index.php?option=com_content&view=article&id=197:uitvoering-mkb-innovatiemedewerker&catid=10:prioriteit-1&Itemid=17
NETHERLANDS,national,Zuid-Nederland,nl_mkb_advies_erdf.xls,ERDF,FP,Operational Programme 'South Netherlands',"Operationeel Programma Zuid 2007-2013, All Priorities",40.20%,Priority 1 Projects Approved,WAITING FOR AMOUNTS,,,,,,,,HTML,Tier 3,,,,,,,,,,Begunstigde,,Projectnaam,Locatie,,,Sub Program,,,,,,,,,,,,,,,,,,,,,,Uitvoering MKB Innovatie Advies,,,http://www.op-zuid.nl/index.php?option=com_content&view=article&id=198:uitvoering-mkb-innovatie-advies&catid=10:prioriteit-1&Itemid=17
NETHERLANDS,national,Zuid-Nederland,nl_mkb_sociale_erdf.xls,ERDF,CS,Operational Programme 'South Netherlands',"Operationeel Programma Zuid 2007-2013, All Priorities",40.20%,Priority 1 Projects Approved,WAITING FOR AMOUNTS,,,,,,,,HTML,Tier 3,,,,,,,,,,Beneficiary,,Project,,,,,,,,,,,,,,,,,,,,,,,,,,Uitvoering MKB Sociale Innovatie Advies,,,http://www.op-zuid.nl/index.php?option=com_content&view=article&id=199:uitvoering-mkb-sociale-innovatie-advies&catid=10:prioriteit-1&Itemid=17
NETHERLANDS,national,Zuid-Nederland,nl_prioritie2_erdf.xls,ERDF,LL,Operational Programme 'South Netherlands',"Operationeel Programma Zuid 2007-2013, All Priorities",40.20%,Priority 2 Projects Approved,needs scrape,,,,EUR,,,,HTML,Tier 3,,,,,,,,,,Beneficiary,,Project Title,Region,,,,,,,,,ERDF funding,Public Financing,,Private financing,,,,,Total,,,Date,,,,,,,,http://www.op-zuid.nl/index.php?option=com_content&view=category&layout=blog&id=11&Itemid=21,,,,http://www.op-zuid.nl/index.php?option=com_content&view=category&layout=blog&id=11&Itemid=21
NETHERLANDS,national,Zuid-Nederland,nl_priority3_erdf.xls,ERDF,FP,Operational Programme 'South Netherlands',"Operationeel Programma Zuid 2007-2013, All Priorities",40.20%,Priority 3 Projects Approved,needs scrape,,,,,,,,HTML,Tier 3,,,,,,,,,,Projectaanvrager,,Goedgekeurde projecten,Locatie,Projectbeschrijving,,,,,,,,EFRO,Publieke cofinanciering,,Private cofinanciering,,,,,,,,Looptijd,,,,,Goedgekeurde projecten prioriteit 3,,,http://www.op-zuid.nl/index.php?option=com_content&view=category&layout=blog&id=12&Itemid=25,,,,http://www.op-zuid.nl/
SWEDEN,national,All Regions,se_erdf_projects.csv,ERDF,,Multiple - check,,,,HTML,,,,,,,,HTML,Tier 3,,,,,CURRENCY,,REGION,,,TITLE,,TITLE,,,,,,,,,,FUNDING,,,,,,,,,,,,,,,,not found,,,,,,,http://projektbanken.tillvaxtverket.se/
SWEDEN,national,All Regions,se_esf_projects.csv,ESF,,National Structural Fund for Regional Competitiveness and Employment (ESF),"Nationellt strukturfondsprogram för regional konkurrenskraft och sysselsättning (ESF) , All Priorities",50.00%,,Note = one database to scrape for ESF for all regions,,,,SEK,,,,HTML,Tier 3,,,,,Currency,,Region,,,Projektägare,,Project name,,,,,,,,,,Beviljat ESF-stöd,,,,,Total projektbudget,,,,,,,,,,,,,,http://www.esf.se/sv/Projektbank/Sok-projekt/,,,,http://www.esf.se/sv/Min-region/Mellersta-Norrland/
SLOVAKIA,national,All Regions,sk_allregions_erdf.csv,ERDF,,Multiple - check,,,,,,,,UNKNOWN,,,,excel,Tier 3,yes,yes,yes,yes,,,,,,Názov prijímateľa,,Názov projektu,,,,Operačný program,,,,,,EÚ zdroje - Zazmluvnené prostriedky,ŠR zdroje - Zazmluvnené prostriedky,,,,Spolu - Zazmluvnené prostriedky,,,,Spolu - Vyčerpané prostriedky,,,Rok - Začiatok realizácie,Rok - Koniec realizácie,,,ZoznamprijímateľovfinančnýchprostriedkovzfondovEÚvPO2007-2013.xls,,,,,,,http://www.nsrr.sk/zoznamy/zoznam-prijimatelov/
SLOVAKIA,national,All Regions,sk_zoznam_dopsia_esf.xls,ESF,FP,,,,DOP - Promoting employment growth,,,,,,,,,,,,,,,,,,,,Názov žiadateľa,,Názov projektu,,,,,,,,Výška schváleného NFP v EUR,,,,,,,,,,,,,,,,,,Priebezny_zoznam_DOP-SIA-2009_1_2_1_02_.pdf,http://www.esf.gov.sk/new/index.php?id=2372,,,,,,http://www.esf.gov.sk/new/index.php?SMC=1&id=1992
SLOVAKIA,national,All Regions,sk_dopsia_esf.xls,ESF,FP,,,,DOP - Promoting employment growth,,,,,,,,,,,,,,,,,,,,Názov žiadateľa,,Názov projektu,,,,,,,,Výška schváleného NFP v EUR,,,,,,,,,,,,,,,,,,zoznam_schval_ziadosti_DOP-SIA-2009_1_2_1_01_pdf.pdf,http://www.esf.gov.sk/new/index.php?id=2371,,,,,,http://www.esf.gov.sk/new/index.php?SMC=1&id=1992
SLOVAKIA,national,All Regions,sk_allregions_esf1.xls,ESF,KL,,,,DOP - Promoting employment growth,,,,,,,,,,,,,,,,,,,,Name of beneficiary,,Name of project,,,,,,,,,,,,,,,Amount approved,,,,,,,,,,,DOP2009_SIP004_Predb-zoznam_schvalene_ZoNFP_pdf.pdf,http://www.esf.gov.sk/new/index.php?id=2370,,,,,,http://www.esf.gov.sk/new/index.php?SMC=1&id=1992
SLOVAKIA,national,All Regions,sk_allregions_esf2.xls,ESF,KL,,,,DOP - Promoting employment growth,,,,,,,,,,,,,,,,,,,,Názov žiadatela,,Názov projektu,,,,,,,,,,,,,,,Výška schváleného NFP z ESF a ŠR v EUR,,,,,,,,,,,DOP2008_SIP001_zoznam_schvalene_ZoNFP_pdf,http://www.esf.gov.sk/new/index.php?id=2323,,,,,,http://www.esf.gov.sk/new/index.php?SMC=1&id=1992
SLOVAKIA,national,All Regions,sk_allregions_esf3.xls,ESF,KL,,,,DOP - Promoting employment growth,,,,,,,,,,,,,,,,,,,,NÁZOV ŽIADATEĽA,,NÁZOV PROJEKTU,,,,,,,,,,,,,,,SCHVÁLENÁ VÝŠKA NFP,,,,,,,,,,,1_2_1-zoznam-1241613418_pdf.pdf,http://www.esf.gov.sk/new/index.php?id=2264,,,,,,http://www.esf.gov.sk/new/index.php?SMC=1&id=1992
SLOVAKIA,national,All Regions,sk_projektov1_esf.xls,ESF,FP,Operational Programme Employment and Social Inclusion,"OP Zamestnanost a sociálna inklúzia, All Priorities",76.12%,DOP - Promoting Social Inclusion,,,,,,,,,,,,,,,,,,,,Názov žiadateľa,,Názov projektu,,,,,,,,Amount,,,,,,,,,,,,,,,,,,Zoznam_prijimatelov_schvalenych_projektov1_pdf.pdf,http://www.esf.gov.sk/new/index.php?id=2266,,,,,,http://www.esf.gov.sk/new/index.php?SMC=1&id=1993
SLOVAKIA,national,All Regions,sk_projektov2_esf.xls,ESF,FP,Operational Programme Employment and Social Inclusion,"OP Zamestnanost a sociálna inklúzia, All Priorities",76.12%,DOP - Promoting Social Inclusion,,,,,,,,,,,,,,,,,,,,Názov žiadateľa,,Názov projektu,,,,,,,,Amount,,,,,,,,,,,,,,,,,,Zoznam_prijimatelov_schvalenych_projektov2_pdf.pdf,http://www.esf.gov.sk/new/index.php?id=2267,,,,,,http://www.esf.gov.sk/new/index.php?SMC=1&id=1993
SLOVAKIA,national,All Regions,sk_allregions_esf4.xls,ESF,KL,,,,"DOP - Employment, social inclusion and capacity building in the BOD",,,,,,,,,,,,,,,,,,,,Názov žiadate?a,,Názov projektu,,,,,,,,Zazmluvnená výška NFP v EUR,,,,,,,,,,,,,,,,,,DOP-SIA-2008-3_1_5-01-prijimatelia,http://www.esf.gov.sk/new/index.php?id=2263,,,,,,http://www.esf.gov.sk/new/index.php?SMC=1&id=1994
SLOVAKIA,national,All Regions,sk_zoznam_esf.xls,ESF,FP,,,,DOP - Building capacity and improving the quality of public administration,,,,,,,,,,,,,,,,,,,,NÁZOV ŽIADATEL'A,,ITMS KÓD FINAL,,,,,,,,Výška NFP v SK,,,,,,,,,,,,,,,,,,4_1_3_zoznam_pdf.pdf,http://www.esf.gov.sk/new/index.php?id=2210,,,,,,http://www.esf.gov.sk/new/index.php?SMC=1&id=1995
SLOVAKIA,national,All Regions,sk_allregions_esf5.xls,ESF,KL,,,,DOP - Building capacity and improving the quality of public administration,,,,,,,,,,,,,,,,,,,,Názov žiadateľa,,Názov projektu ,,,,,,,,Navrhovaná výška NFP v EUR ,,,,,,,,,,,,,,,,,,Zoznam_schvalenych_ziadosti_o_NFP__4_1_3-1_pdf.pdf,http://www.esf.gov.sk/new/index.php?id=2379,,,,,,http://www.esf.gov.sk/new/index.php?SMC=1&id=1995
SLOVAKIA,national,All Regions,sk_np_c_esf.xls,ESF,FP,,,,NP - Convergence,,,,,,,,,,,,,,,,,,,,Prijímatel',,Názov projektu,,,,,,,,"Zazmluvnená výška finan""ných prostriedkov",,,,,,,,,,,,,,Rok podpisu zmluvy o NFP,"Predpokladaný rok ukon""enia NP",,,Zoznam_prijimatelov_fondu_ESF-Konv-8_pdf.pdf,http://www.esf.gov.sk/new/index.php?id=2420,,,,,,http://www.esf.gov.sk/new/index.php?SMC=1&id=2246
SLOVAKIA,national,All Regions,sk_np_rce_esf.xls,ESF,FP,,,,NP - Regional Competitiveness and Employment,,,,,,,,,,,,,,,,,,,,Prijímatel',,Názov projektu,,,,,,,,"Zazmluvnená výška finan""ných prostriedkov",,,,,,,,,,,,,,Rok podpisu zmluvy o NFP,"Predpokladaný rok ukon""enia NP",,,Zoznam_prijimatelov_fondu_ESF-RKaZ-8_pdf.pdf,http://www.esf.gov.sk/new/index.php?id=2419,,,,,,http://www.esf.gov.sk/new/index.php?SMC=1&id=2247
SLOVAKIA,national,All Regions,sk_ptp_esf.xls,ESF,FP,Operational Programme 'Technical Assistance',"Operational Programme Technical Asssitance, All Priorities",85.00%,"PTP - Convergence, Regional Competitiveness and Employment",,,,,,,,,,,,,,,,,,,,Prijímatel',,Názov projektu,,,,,,,,Approved,,,,,,,,,,,,,,,,,,Projekty_TP_pre_RO_pdf.pdf,http://www.esf.gov.sk/new/index.php?id=2329,,,,,,http://www.esf.gov.sk/new/index.php?SMC=1&id=2328
ROMANIA,national,All Regions,ro_po_at_30_aprilie_2010.csv,ERDF,,Operational Programme 'Technical Assistance',"Operational Programme Technical Asssitance, All Priorities",85.00%, OP Technical Assistance,,,,,RON,,,,pdf,Tier 3,,,,,,,,nume_operatiune,,nume_beneficiar,,titlu_proiect,,,,,,,,,,fonduri_ue,buget_national,,contributie_beneficiar,,,,,total_valoare_proiect,,,,,,,,Lista_contractate_PO_AT_30_aprilie_2010.pdf,http://www.fonduri-ue.ro/upload/Lista%20proiecte%20contractate%2030%20aprilie%202010.rar,,,,,,http://www.fonduri-ue.ro/stadiul-absorbtiei-231
ROMANIA,national,All Regions,ro_pos_cce_30_aprilie_2010.csv,ERDF,,Operational Programme 'Increase of Economic Competitiveness',"Sectoral Operational Programme Increase of Economic Competitiveness, All Priorities",59.96%, SOP Economic Competitiveness,,,,,RON,,,,pdf,Tier 3,,,,,,,,nume_operatiune,,nume_beneficiar,,titlu_proiect,,,,,,,,,,fonduri_ue,buget_national,,contributie_beneficiar,,,,,total_valoare_proiect,,,,,,,,Lista_contractate_POS_CCE_30_aprilie_2010.pdf,http://www.fonduri-ue.ro/upload/Lista%20proiecte%20contractate%2030%20aprilie%202010.rar,,,,,,http://www.fonduri-ue.ro/stadiul-absorbtiei-231
ROMANIA,national,All Regions,ro_pos_transport_30_aprilie_2010.csv,ERDF,,Operational Programme 'Transport',"Operational Programme Transport, All Priorities",81.08%, SOP Transport,,,,,RON,,,,pdf,Tier 3,,,,,,,,nume_operatiune,,nume_beneficiar,,titlu_proiect,,,,,,,,,,fonduri_ue,buget_national,,contributie_beneficiar,,,,,total_valoare_proiect,,,,,,,,Lista_contractate_POS_Transport_30_aprilie_2010.pdf,http://www.fonduri-ue.ro/upload/Lista%20proiecte%20contractate%2030%20aprilie%202010.rar,,,,,,http://www.fonduri-ue.ro/stadiul-absorbtiei-231
