Nazwa beneficjenta,Tytul projektu,Program Operacyjny,Dzialanie,Poddzialanie,Wartosc ogolem,Dofinansowanie publiczne,Rok przyznania dofinansowania,Rok wyplacenia ostatniej raty
Miasto Nowy Sącz - Miejski Ośrodek Pomocy Społecznej w Nowym Sączu,Nowosądeckie Romki zdobywają zawód,Program Operacyjny Kapitał Ludzki,1.3. Ogólnopolskie programy integracji i aktywizacji zawodowej,1.3.1. Projekty na rzecz społeczności romskiej,"229,178.68","197,604.71",2009,2010
Miasto Nowy Sącz - Miejski Ośrodek Pomocy Społecznej w Nowym Sączu,Na prostą start,Program Operacyjny Kapitał Ludzki,7.1. Rozwój i upowszechnienie aktywnej integracji,7.1.2 Rozwój i upowszechnianie aktywnej integracji przez powiatowe centra pomocy rodzinie,"196,246.35","163,059.95",2008,2009
Miasto Nowy Sącz - Sądecki Urząd Pracy,Krok do standardów,Program Operacyjny Kapitał Ludzki,6.1. Poprawa dostępu do zatrudnienia oraz wspieranie aktywności zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urzędów pracy w realizacji zadań na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"137,402.78","116,792.36",2008,2010
Miasto Olsztyn,Wyrównywanie szans edukacyjnych i wspieranie rozwoju uczniów szkół olsztyńskich poprzez program prewencji i przeciwdziałania patologii,Program Operacyjny Kapitał Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jakości usług edukacyjnych świadczonych w systemie oświaty,9.1.2 Wyrównywanie szans edukacyjnych uczniów z grup o utrudnionym dostępie do edukacji oraz zmniejszanie różnic w jakości usług edukacyjnych,"563,620.00","498,343.13",2008,2010
Miasto Olsztyn/Zespół Szkół Ekonomicznych im. M.  Kopernika w Olsztynie,Zobacz okno swojej k@riery ECDL WebStarter,Program Operacyjny Kapitał Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"50,000.00","49,430.42",2008,2009
Miasto Opole,Elastyczne przedszkola - wsparcie edukacji przedszkolnej w mieście Opolu,Program Operacyjny Kapitał Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jakości usług edukacyjnych świadczonych w systemie oświaty,9.1.1 Zmniejszanie nierówności w stopniu upowszechnienia edukacji przedszkolnej,"385,042.00","357,586.93",2008,2010
Miasto Opole,Via ad Artes - program rozwojowy liceów ogólnokształcących Miasta Opola,Program Operacyjny Kapitał Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jakości usług edukacyjnych świadczonych w systemie oświaty,9.1.2 Wyrównywanie szans edukacyjnych uczniów z grup o utrudnionym dostępie do edukacji oraz zmniejszanie różnic w jakości usług edukacyjnych,"399,999.60","392,527.35",2009,2010
Miasto Opole,Program rozwojowy szkół zawodowych Miasta Opola,Program Operacyjny Kapitał Ludzki,9.2. Podniesienie atrakcyjności i jakości szkolnictwa zawodowego,,"499,995.00","399,374.09",2008,2010
Miasto Opole,Młodzi zawodowcy - program rozwojowy szkół zawodowych Miasta Opola,Program Operacyjny Kapitał Ludzki,9.2. Podniesienie atrakcyjności i jakości szkolnictwa zawodowego,,"599,968.92","511,571.26",2009,2010
Miasto Opole,Oświata jutra - kursy doskonalące dla kadry administracyjnej i zarządzającej oświatą w mieście Opolu,Program Operacyjny Kapitał Ludzki,9.4. Wysoko wykwalifikowane kadry systemu oświaty,,"457,500.53","387,093.75",2008,2010
Miasto Opole/Powiatowy Urząd Pracy w Opolu,Postaw na siebie,Program Operacyjny Kapitał Ludzki,8.1. Rozwój pracowników i przedsiębiorstw w regionie,8.1.1 Wspieranie rozwoju kwalifikacji zawodowych i doradztwo dla przedsiębiorstw,"394,750.00","366,357.33",2008,2010
Miasto Płock/Miejski Urząd Pracy w Płocku,"Bezrobotny pośrednikiem, doradcą-pracownikiem Miejskiego Urzędu Pracy w Płocku",Program Operacyjny Kapitał Ludzki,6.1. Poprawa dostępu do zatrudnienia oraz wspieranie aktywności zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urzędów pracy w realizacji zadań na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"313,217.00","263,660.17",2008,2009
Miasto Poznań,Poznańskie Centrum Logistyczne Franowo - Żegrze - dokumentacja studialna dla zagospodarowania terenów inwestycyjnych.,Program Operacyjny Innowacyjna Gospodarka,6.2. Rozwój sieci centrów obsługi inwestorów i eksporterów oraz powstawanie nowych terenów inwestycyjnych,"6.2.2. Wsparcie działań studyjno-koncepcyjnych w ramach przygotowania terenów inwestycyjnych dla projektów inwestycyjnych ""od podstaw""","196,908.00","167,371.80",2008,2009
Miasto Poznań,Moja przyszłość to moja firma - zajęcia pozalekcyjne dla uczniów Zespołu Szkół Ekonomicznych w Poznaniu,Program Operacyjny Kapitał Ludzki,9.2. Podniesienie atrakcyjności i jakości szkolnictwa zawodowego,,"99,626.24","81,996.35",2008,2010
Miasto Poznań,"""Nowy język, nowe możliwości""",Program Operacyjny Kapitał Ludzki,9.2. Podniesienie atrakcyjności i jakości szkolnictwa zawodowego,,"276,924.00","235,146.76",2008,2009
Miasto Poznań,Mój pierwszy biznes,Program Operacyjny Kapitał Ludzki,9.2. Podniesienie atrakcyjności i jakości szkolnictwa zawodowego,,"384,360.00","325,402.22",2008,2009
Miasto Poznań,"Kampania informacyjno-edukacyjna dla mieszkańców Wielkopolski o zmianach klimatu na świecie i o zagrożeniach z tym związanych 
",Regionalny Program Operacyjny Województwa Wielkopolskiego na lata 2007 - 2013,3.3. Wsparcie ochrony przyrody,,"375,246.20","262,672.34",2008,2009
Miasto Przasnysz/Miejski Ośrodek Pomocy Społecznej - Środowiskowy Dom Samopomocy w Przasnyszu,Tworzymy własną legendę. Program działań promocyjnych na rzecz integracji społecznej osób niepełnosprawnych z Przasnysza.,Program Operacyjny Kapitał Ludzki,7.3. Inicjatywy lokalne na rzecz aktywnej integracji,,"50,000.00","49,996.10",2008,2010
Miasto Przasnysz/Urząd Miasta Przasnysz,Komputer w pracy - rozwój kwalifikacji osób pracujących w Przasnyszu w zakresie posługiwania sie komputerem,Program Operacyjny Kapitał Ludzki,8.1. Rozwój pracowników i przedsiębiorstw w regionie,8.1.1 Wspieranie rozwoju kwalifikacji zawodowych i doradztwo dla przedsiębiorstw,"105,950.00","105,117.10",2007,2009
Miasto przemyśl – Powiatowy Urząd Pracy w Przemyślu,Droga do sukcesu,Program Operacyjny Kapitał Ludzki,6.1. Poprawa dostępu do zatrudnienia oraz wspieranie aktywności zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urzędów pracy w realizacji zadań na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"247,796.00","209,186.30",2008,2010
Miasto Puławy,"Kompleksowe uzbrojenie terenów inwestycyjnych umiejscowionych wzdłuż ul. gen. Fieldorfa ""Nila"" w Puławach",Regionalny Program Operacyjny Województwa Lubelskiego,3.1. Tworzenie terenów inwestycyjnych,,"2,260,496.74","1,674,604.56",2009,2010
Miasto Racibórz,Rozwój elektronicznych usług publicznych w UM Racibórz,Regionalny Program Operacyjny Województwa Śląskiego,2.2. Rozwój elektronicznych usług publicznych,,"342,924.40","271,085.74",2008,2010
Miasto Racibórz,Wzrost znaczenia atrakcyjności kulturalnej Raciborza poprzez rozwój infrastruktury Raciborskiego Centrum Kultury,Regionalny Program Operacyjny Województwa Śląskiego,4.1. Infrastruktura kultury,,"6,907,519.32","5,519,495.92",2008,2010
Miasto Racibórz,Poprawa funkcjonalności i parametrów technicznych układu sieci uzupełniającej poprzez modernizację d. gm. w Raciborzu wraz z budową ścieżki rowerowej na odcinku od ul J.P. II do ul Ocickiej na dł 895m,Regionalny Program Operacyjny Województwa Śląskiego,7.1. Modernizacja i rozbudowa sieci drogowej,7.1.2. Modernizacja i rozbudowa infrastruktury uzupełniającej kluczową  sieć drogową,"2,888,869.15","2,182,933.28",2008,2010
Miasto Radzyń Podlaski,"Budowa ul. Konstytucji 3-go Maja w Radzyniu Podlaskim
",Regionalny Program Operacyjny Województwa Lubelskiego,5.2. Lokalny układ transportowy,,"3,163,225.20","2,675,050.32",2008,2009
Miasto Ruda Śląska,"Radość bez alkoholu, młodość bez narkotyków - program przeciwdziałania wykluczeniu społecznemu w Rudzie Śląskiej na skutek nadużywania alkoholu i środków psychoaktywnych",Program Operacyjny Kapitał Ludzki,7.2. Przeciwdziałanie wykluczeniu i wzmocnienie sektora ekonomii społecznej,7.2.1 Aktywizacja zawodowa i społeczna osób zagrożonych wykluczeniem społecznym,"258,324.65","249,079.59",2008,2010
Miasto Ruda Śląska,Informatyzacja Przychodni Rejonowej SP ZOZ przy ul. Makuszyńskiego 7 w Rudzie Śląskiej,Regionalny Program Operacyjny Województwa Śląskiego,9.2. Infrastruktura lecznictwa otwartego.,,"126,629.90","107,635.41",2008,2010
Miasto Ruda Śląska – Gimnazjum Nr 8 im. Stanisława Ligonia w Rudzie Śląskiej ,e-dukacj@ w Gimnazjum Nr 8 im. Stanisława Ligonia w Rudzie Śląskiej-kompetencje nauczycieli do kształcenia multimedialnego w dydaktyce szkolnej,Program Operacyjny Kapitał Ludzki,9.4. Wysoko wykwalifikowane kadry systemu oświaty,,"75,373.42","64,060.91",2009,2010
Miasto Rybnik,e-Nauczyciel kształcenia zawodowego i ustawicznego,Program Operacyjny Kapitał Ludzki,9.4. Wysoko wykwalifikowane kadry systemu oświaty,,"329,339.29","279,745.67",2008,2010
Miasto Siedlce,E-LEARNING SPOSOBEM NA PROBLEMY KSZTAŁCENIA USTAWICZNEGO,Program Operacyjny Kapitał Ludzki,9.3. Upowszechnienie formalnego kształcenia ustawicznego,,"118,270.00","114,423.87",2008,2010
Miasto Siedlce,Przebudowa ulicy Artyleryjskiej - droga powiatowa nr 5405W - odcinek od ulicy Garwolińskiej do ulicy Okopowej w Siedlcach,Regionalny Program Operacyjny Województwa Mazowieckiego,3.1. Infrastruktura drogowa,,"3,629,980.00","2,510,482.02",2008,2010
Miasto Siemianowice Śląskie,Przebudowa ogólnodostępnego boiska sportowego przy Młodzieżowym Domu Kultury w Siemianowicach Śląskich,Regionalny Program Operacyjny Województwa Śląskiego,9.3. Lokalna Infrastruktura sportowa,,"714,155.90","603,492.06",2009,2010
Miasto Siemianowice Śląskie,Modernizacja ogólnodostępnego boiska sportowego Sporcik przy ulicy Śniadeckiego w Siemianowicach Śląskich,Regionalny Program Operacyjny Województwa Śląskiego,9.3. Lokalna Infrastruktura sportowa,,"1,465,607.95","1,243,041.19",2009,2010
Miasto Siemianowice Śląskie,Modernizacja ogólnodostępnego kompleksu sportowego Michał w Siemianowicach Śląskich,Regionalny Program Operacyjny Województwa Śląskiego,9.3. Lokalna Infrastruktura sportowa,,"6,211,097.24","1,623,603.82",2009,2010
Miasto Siemiatycze,Radosny Przedszkolak.,Program Operacyjny Kapitał Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jakości usług edukacyjnych świadczonych w systemie oświaty,9.1.1 Zmniejszanie nierówności w stopniu upowszechnienia edukacji przedszkolnej,"395,810.00","387,452.01",2008,2009
Miasto Siemiatycze,Aktywni seniorzy,Program Operacyjny Kapitał Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"49,506.00","45,986.56",2009,2010
Miasto Siemiatycze,"Przebudowa ulic na osiedlu ""Muszkowie"" przy ulicy Ciechanowieckiej w Siemiatyczach",Regionalny Program Operacyjny Województwa Podlaskiego,2.1 Rozwój transportu drogowego,2.1.2 Lokalna infrastruktura drogowa,"1,075,346.82","444,220.16",2008,2010
Miasto Skierniewice,Profesjonalny Pracownik - Przyjazny Urząd,Program Operacyjny Kapitał Ludzki,6.1. Poprawa dostępu do zatrudnienia oraz wspieranie aktywności zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urzędów pracy w realizacji zadań na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"122,101.17","102,456.25",2009,2010
Miasto st. Warszawa-Dzielnica Włochy,„Od A do Z – Aktywna Zawodowo”,Program Operacyjny Kapitał Ludzki,6.1. Poprawa dostępu do zatrudnienia oraz wspieranie aktywności zawodowej w regionie,6.1.1 Wsparcie osób pozostających bez zatrudnienia na regionalnym rynku pracy,"414,563.60","398,977.41",2008,2010
Miasto Stoczek Łukowski,"""Akademia umiejętności rodzicielskich"" ",Program Operacyjny Kapitał Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"44,905.55","44,905.55",2009,2010
Miasto Stołeczne Warszawa,Przebudowa ul. Poleczki na odc. ul. Puławska - ul. Osmańska,Regionalny Program Operacyjny Województwa Mazowieckiego,3.1. Infrastruktura drogowa,,"40,425,398.03","32,492,811.15",2008,2009
Miasto Stołeczne Warszawa / Ośrodek Pomocy Społecznej Dzielnicy Włochy m.st. Warszawy,Równi na rynku pracy - lokalny program aktywizacji zawodowej osób niepełnosprawnych,Program Operacyjny Kapitał Ludzki,6.1. Poprawa dostępu do zatrudnienia oraz wspieranie aktywności zawodowej w regionie,6.1.1 Wsparcie osób pozostających bez zatrudnienia na regionalnym rynku pracy,"589,435.70","577,527.19",2008,2010
Miasto Stołeczne Warszawa/Urząd Pracy m. st. Warszawy,"""Lepiej być nie może""",Program Operacyjny Kapitał Ludzki,6.1. Poprawa dostępu do zatrudnienia oraz wspieranie aktywności zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urzędów pracy w realizacji zadań na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"846,950.00","647,035.32",2008,2009
Miasto Stołeczne Warszawa/Urząd Pracy m.st. Warszawy,Kompleksowa i prognostyczna informacja o warszawskim rynku pracy,Program Operacyjny Kapitał Ludzki,6.1. Poprawa dostępu do zatrudnienia oraz wspieranie aktywności zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urzędów pracy w realizacji zadań na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"687,000.00","562,369.30",2008,2009
Miasto Suwałki,Klucz do świata marzeń,Program Operacyjny Kapitał Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jakości usług edukacyjnych świadczonych w systemie oświaty,9.1.2 Wyrównywanie szans edukacyjnych uczniów z grup o utrudnionym dostępie do edukacji oraz zmniejszanie różnic w jakości usług edukacyjnych,"99,980.00","86,932.15",2009,2010
Miasto Suwałki,Zawód to klucz do sukcesu,Program Operacyjny Kapitał Ludzki,9.2. Podniesienie atrakcyjności i jakości szkolnictwa zawodowego,,"249,963.36","219,967.75",2009,2010
miasto Suwałki / Zespół Szkół nr 9 Gimnazjum nr 4 w Suwałkach,Otwarta szkoła - zajęcia pozalekcyjne dla młodzieży Gimnazjum nr 4 w Zespole Szkół nr 9 w Suwałkach,Program Operacyjny Kapitał Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jakości usług edukacyjnych świadczonych w systemie oświaty,9.1.2 Wyrównywanie szans edukacyjnych uczniów z grup o utrudnionym dostępie do edukacji oraz zmniejszanie różnic w jakości usług edukacyjnych,"99,871.42","99,871.42",2009,2010
miasto Suwałki / Zespół Szkół nr 9 Szkoła Podstawowa nr 5 im. Alfreda Wierusz-Kowalskiego w Suwałkach,"Moja szkoła, mój sukces - zajęcia pozalekcyjne dla uczniów Zespołu Szkół nr 9 Szkoły Podstawowej nr 5 im. Alfreda Wierusz - Kowalskiego w Suwałkach",Program Operacyjny Kapitał Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jakości usług edukacyjnych świadczonych w systemie oświaty,9.1.2 Wyrównywanie szans edukacyjnych uczniów z grup o utrudnionym dostępie do edukacji oraz zmniejszanie różnic w jakości usług edukacyjnych,"99,864.84","99,864.84",2009,2010
Miasto Suwałki/Zespół Szkół nr 4 w Suwałkach,Rozwiń skrzydła ciekowości.,Program Operacyjny Kapitał Ludzki,9.2. Podniesienie atrakcyjności i jakości szkolnictwa zawodowego,,"221,260.32","193,899.52",2008,2010
Miasto Toruń – Powiatowy Urząd Pracy dla Miasta Torunia,""" Kompetentni na rynku pracy""",Program Operacyjny Kapitał Ludzki,6.1. Poprawa dostępu do zatrudnienia oraz wspieranie aktywności zawodowej w regionie,6.1.2 Wsparcie powiatowych i wojewódzkich urzędów pracy w realizacji zadań na rzecz aktywizacji zawodowej osób bezrobotnych w regionie,"243,200.00","206,720.00",2009,2010
Miasto Tychy,Zostań reżyserem swojego życia - poradnictwo psychospołeczne i zawodowe dla tyskiej młodzieży zagrożonej wykluczeniem społecznym,Program Operacyjny Kapitał Ludzki,7.2. Przeciwdziałanie wykluczeniu i wzmocnienie sektora ekonomii społecznej,7.2.1 Aktywizacja zawodowa i społeczna osób zagrożonych wykluczeniem społecznym,"259,032.00","233,821.37",2008,2009
Miasto Tychy,Z nich jesteśmy dumni- kampania promująca aktywność zawodową i społeczną niepełnosprawnych tyszan,Program Operacyjny Kapitał Ludzki,7.2. Przeciwdziałanie wykluczeniu i wzmocnienie sektora ekonomii społecznej,7.2.1 Aktywizacja zawodowa i społeczna osób zagrożonych wykluczeniem społecznym,"160,340.00","141,903.63",2008,2010
Miasto Tychy,Niskoenergetyczne budynki użyteczności publicznej - Tychy,Regionalny Program Operacyjny Województwa Śląskiego,5.3. Czyste powietrze i odnawialne źródła energii,,"7,561,870.36","2,980,816.81",2009,2010
Miasto Tychy,Przebudowa ulicy Cielmickiej na odcinku pomiędzy ul. Towarową i ul. Przemysłową w Tychach,Regionalny Program Operacyjny Województwa Śląskiego,7.1. Modernizacja i rozbudowa sieci drogowej,7.1.2. Modernizacja i rozbudowa infrastruktury uzupełniającej kluczową  sieć drogową,"2,378,437.75","1,650,595.60",2009,2010
Miasto Tychy,Przebudowa ulicy Mąkołowskiej w Tychach - spójna komunikacja z DK-44,Regionalny Program Operacyjny Województwa Śląskiego,7.1. Modernizacja i rozbudowa sieci drogowej,7.1.2. Modernizacja i rozbudowa infrastruktury uzupełniającej kluczową  sieć drogową,"4,201,474.49","2,166,700.39",2008,2010
Miasto Tychy na prawach powiatu,Dyrektor szkoły świadomym menadżerem wspieranym przez wykwalifikowaną kadrę administracyjną,Program Operacyjny Kapitał Ludzki,9.4. Wysoko wykwalifikowane kadry systemu oświaty,,"405,160.90","344,386.76",2008,2009
Miasto Wąbrzeźno,rozwijamy kompetencje kluczowe,Program Operacyjny Kapitał Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"47,394.00","47,168.19",2008,2010
Miasto Wąbrzeźno,Nowocześniej i efektywniej,Program Operacyjny Kapitał Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"49,732.00","49,465.63",2008,2010
MIASTO WĘGRÓW/Szkoła Podstawowa im. Jana Pawła II w Węgrowie,"""Cudowny świat tańca ""- cykl warsztatów tanecznych wyrównujących szanse edukacyjne dzieci i młodzieży z terenu Węgrowa.",Program Operacyjny Kapitał Ludzki,9.1. Wyrównywanie szans edukacyjnych i zapewnienie wysokiej jakości usług edukacyjnych świadczonych w systemie oświaty,9.1.2 Wyrównywanie szans edukacyjnych uczniów z grup o utrudnionym dostępie do edukacji oraz zmniejszanie różnic w jakości usług edukacyjnych,"149,460.25","148,629.34",2008,2010
Miasto Węgrów/Szkoła Podstawowa im. Jana Pawła II w Węgrowie,Ram i Bit w krainie Albionu - cykl zajęć edukacyjnych z języka angielskiego i informatyki wyrównujących szanse uczniów z terenu miasta Węgrowa,Program Operacyjny Kapitał Ludzki,9.5. Oddolne inicjatywy edukacyjne na obszarach wiejskich,,"50,000.00","49,981.76",2007,2009
