Województwo,Numer i nazwa Priorytetu,Numer i nazwa Dzia_ania,Nazwa beneficjenta,Tytu_ projektu,Data rozpocz_cia realizacji projektu,Data zako_czenia realizacji projektu,Data podpisania umowy,Warto_ci ogó_em projektu
,,,Stowarzyszenie Rozwoju Wsi Steblów,Otworzy_ _wiat,10-Feb-13,1-Jul-14,4-Apr-13,49495.8
,,,Stowarzyszenie Rozwoju Wsi Stradunia,"Chc_, potrafi_, wiem jak.",2-Mar-13,1-Sep-13,26-Mar-13,45630
,,,"Stowarzyszenie ,,Wszystkie drogi i my_li prowadz_ do Dziergowic""","My_l_c po nowemu, d__ymy ku lepszemu",2-Feb-13,1-Jul-13,21-Mar-13,50000
,,,Towarzystwo Spo_eczno-Kulturalne Niemców na _l_sku Opolskim,"""Potencja_ tkwi w TOBIE""",3-Jan-13,1-Jul-13,19-Mar-13,46225.5
,,,Urz_d Gminy Pokój,Smart - kurs j_zyka angielskiego dla dzieci i m_odzie_y,2-Mar-13,1-Jul-13,14-May-13,48140
,,,Urz_d Gminy Polska Cerekiew/ Zespó_ Gimnazjalno-Szkolno-Przedszkolny w Polskiej Cerekwi,Akademia wiedzy i umiej_tno_ci-promowanie idei kszta_cenia ustawicznego w_ród mieszka_ców Gminy Polska Cerekiew,2-Sep-13,1-Jun-14,15-May-13,49910
,,,Us_ugi w zakresie edukacji Jan _o_y_ski,Smaki z Osieka.,2-Sep-13,1-Jan-14,19-Sep-13,48740
,,,Wy_sza Szko_a Bankowa we Wroc_awiu Wydzia_ Ekonomiczny w Opolu,Kompetencje interpersonalne gwarancj_ sukcesu na maturze - podnoszenie kompetencji uczniów Zespo_u Szkó_ Zawodowych nr 1 w Strzelcach Opolskich.,2-Sep-13,1-Dec-13,14-Jul-13,49896
,,,Zarz_d Wojewódzki Ligi Kobiet Polskich w Opolu,"poradnictwo prawne, zawodowe, psychologiczne i z zakresu pozyskiwania _rodków UE dla mieszka_ców Szymiszowa i Ro_ni_towa.",6-Jan-13,1-Jan-14,18-Mar-13,50000
,VI. Rynek pracy otwarty dla wszystkich,6.1. Poprawa dost_pu do zatrudnienia oraz wspieranie aktywno_ci zawodowej w regionie,bit Polska Sp. z o. o.,Inkubator kariery. Kompleksowy program wsparcia niepracuj_cych osób poni_ej 25 roku _ycia z województwa opolskiego.,2-Dec-13,1-Jan-15,12-Jan-14,579732.53
,,,"Centrum Edukacji ATUT Dolny _l_sk s.c Jaros_aw Jastrz_bski, Marek Kullanda, Andrzej Maciejowski, Przedsi_biorstwo Produkcyjno-Us_ugowo-Handlowe""Victoria"" sp. z o.o.",Wysoko wykwalifikowani pracownicy powiatu brzeskiego,2-Dec-13,1-Aug-14,30-Oct-13,599861.4
,,,CTC Polska sp. z o.o.,Re-Aktywacja-kompleksowe wsparcie dla kobiet niepracuj_cych w wieku 45+,2-Dec-13,1-Jan-15,30-Dec-13,590260.19
,,,EMM Consulting,Atrakcyjny pracownik biurowy 45+,2-Oct-13,1-Aug-14,9-Dec-13,598082
,,,Emm Consulting,"""Atrakcyjny pracownik biurowy""",2-Apr-12,1-May-13,22-May-12,589180
,,,Europejskie Centrum Edukacyjne - Europäisches Bildungszentrum sp. z o.o.,"""Klub Aktywnych Kobiet - dobry adres na rynku (pracy)""",2-May-12,1-Sep-13,10-May-12,773942.75
,,,INVESTIN Sp. z o.o.,"Spo_eczno-Zawodowy Program Inicjowania Lokalnej Kobiecej Aktywno_ci ""SZPILKA""",2-Jan-14,1-Aug-14,24-Dec-13,195874.95
,,,Izba Rzemie_lnicza w Opolu,Rzemios_o! - moje miejsce na rynku pracy,2-Dec-13,1-Jul-15,8-Jan-14,597292.85
,,,Mazowieckie Centrum Szkole_ Sp. z o.o.,"""Szkolenie  -praca - sukces""
",2-Jul-12,1-Jan-13,24-May-12,244144.8
,,,Namys_owskie Stowarzyszenie Inicjatyw Gospodarczych,Gotowi na powrót,2-Dec-13,1-Jan-15,11-Dec-13,197169
,,,Opolskie Centrum Demokracji Lokalnej FRDL,Mobilni rodzice,2-Feb-14,1-Feb-15,11-Feb-14,270386
,,,Opolskie Centrum Wspierania Inicjatyw Pozarz_dowych,Niech nas us_ysz_,2-Dec-13,1-Dec-14,16-Feb-14,195740
,,,Polski Zwi_zek Niewidomych ,"""Widz_c inaczej - _yjesz od nowa""",2-May-12,1-Jan-14,8-May-12,692619
,,,Powiat brzeski/Powiatowy Urz_d Pracy w Brzegu,Aktywni,2-Jan-12,1-Jan-13,19-Apr-12,3353920
,,,Powiat g_ubczycki/Powiatowy Urz_d Pracy w G_ubczycach,Nowe standardy - lepsza praca,2-Jun-12,1-Oct-14,31-May-12,239999.99
,,,Powiat k_dzierzy_sko-kozielski/Powiatowy Urz_d Pracy w K_dzierzynie-Ko_lu,bez...ROBOTNI!,3-Jan-12,1-Jan-13,19-Apr-12,1832500
,,,,Profesjonalnie-czyli skutecznie,2-Apr-12,1-Jan-15,31-May-12,375064
,,,Powiat kluczborski/Powiatowy Urz_d Pracy w Kluczborku,Wy_sza jako__ i dost_pno__ us_ug rynku pracy gwarancj_ wzrostu zatrudnienia,2-Jun-12,1-Jan-15,31-May-12,300000
,,,Powiat krapkowicki/Powiatowy Urz_d Pracy w Krapkowicach,Nowe kadry,2-Apr-12,1-Dec-14,31-May-12,296830.98
,,,,B_d_ aktywny,2-Apr-12,1-Jan-13,19-Apr-12,863102
,,,Powiat Miasto Opole/Powiatowy Urz_d Pracy ,Herkules,2-Jan-12,1-Jan-13,19-Apr-12,7754457.5
,,,Powiat Miasto Opole/Powiatowy Urz_d Pracy w Opolu,Po_redniaczek,2-Apr-12,1-Jan-15,31-May-12,617461.2
,,,Powiat namys_owski/Powiatowy Urz_d Pracy w Namys_owie,Sprawny Urz_d,11-Mar-12,1-Jan-15,31-May-12,293168.13
,,,Powiat nyski/Powiatowy Urz_d Pracy w Nysie,"""BLI_EJ KLIENTA"" - upowszechnianie us_ug po_rednictwa pracy i poradnictwa zawodowego w Powiecie Nyskim",2-Mar-12,1-Jul-14,2-Jul-12,983351.58
,,,,"""GO!spodynie""",2-Jul-12,1-May-14,3-Jun-12,761892
,,,,"""Kalejdoskop Pracy""",2-Jan-12,1-Jan-13,15-May-12,6248025.75
,,,Powiat oleski/Powiatowy Urz_d Pracy w Ole_nie,Kierunek praca,2-Jan-12,1-Jan-13,19-Apr-12,756115
,,,,Sprawny Urz_d,2-Mar-12,1-Jan-15,31-May-12,235000
,,,Powiat prudnicki/Powiatowy Urz_d Pracy w Prudniku,"APS-Aktywno__, Praca, Stabilizacja",2-Feb-12,1-Jan-13,19-Apr-12,1198580
,,,,"Proces aktywizacyjny to istota, a nie etykieta",2-Mar-12,1-Jan-15,31-May-12,369800
,,,Powiat strzelecki/Powiatowy Urz_d Pracy w Strzelcach Opolskich,NOWA JAKO__-doskonalenie us_ug rynku pracy,2-Apr-12,1-Jan-15,31-May-12,341000
,,,,Cel- dobra praca,2-Jan-12,1-Jan-13,15-May-12,1663267.25
,,,Powiatowy Urz_d Pracy w Brzegu,Podnie_ g_ow_,2-Oct-13,1-Jan-15,6-Nov-13,564399.12
,,,,Profesjonalny urz_d,2-Apr-12,1-Jan-15,13-Jun-12,543300.03
,,,Powiatowy Urz_d Pracy w G_ubczycach,Nowa szansa-nowe wyzwania,2-Apr-12,1-Jan-13,19-Apr-12,1108345
,,,Powiatowy Urz_d Pracy w Kluczborku,Postaw na siebie,2-Apr-12,1-Jan-13,19-Apr-12,2005703.1
,,,Powiatowy Urz_d Pracy w Namys_owie,JOB -  czyli Jak Opu_ci_ Bezrobocie ,2-Jan-12,1-Jan-13,19-Apr-12,1438503.4
,,,"Prywatna Szko_a J_zyków Obcych Junior s.c., Jolanta Fr_czkowska, Roman Fr_czkowski",Kariera w zasi_gu r_ki BIS-równamy szanse kobiet na rynku pracy,4-Nov-13,1-Mar-15,19-Nov-13,563941
,,,,Kariera w zasi_gu r_ki - równamy szanse kobiet na  rynku pracy,2-May-12,1-Aug-13,21-May-12,600751.1
,,,"Przedsi_biorstwo Us_ugowe ""HARISPAL"" Paulina Szilistowska","""Szkolenie zawodowe twoj_ szans_ na rynku pracy""",2-Nov-13,1-Sep-14,16-Feb-14,599820
,,,Samodzielny Publiczny Zak_ad Opieki Zdrowotnej- Opolskie Centrum Rehabilitacji w Korfantowie,"""Fizjoterapia - nowoczesne metody pracy z pacjentem""
",2-May-12,1-Jul-13,27-May-12,183251.12
,,,"Stowarzyszenie Lokalna Grupa Dzia_ania ""Stobrawski Zielony Szlak""",45 na plus - aktywni na regionalnym rynku pracy.,2-Jan-14,23-Oct-14,6-Jan-14,189325
,,,Uniwersytet Opolski,"""Promocja zatrudniania osób  pozostaj_cych bez pracy""",2-Jul-12,1-Jul-13,1-Oct-12,551030.51
,,,Us_ugi w Zakresie Edukacji Jan _o_y_ski,"""Przez aktywno__ do zatrudnienia""",2-Apr-12,1-Jul-13,16-May-12,395660.72
,,,,Aktywno_ci_ przeciw kryzysowi,2-Oct-13,1-Jan-15,29-Oct-13,521704.08
,,,Wojewódzki Urz_d Pracy w Opolu,Opolskie Obserwatorium Rynku Pracy,3-Jan-13,1-Jan-15,22-May-13,349999.58
,,6.2. Wsparcie oraz promocja przedsi_biorczo_ci i samozatrudnienia,Opolska Izba Gospodarcza,Tutaj zostaj_ i zak_adam w_asn_ firm_,2-Jan-13,1-Jul-14,18-Feb-13,1966313
,,,Opolskie Centrum Demokracji Lokalnej FRDL,Pomys_ na biznes,16-Feb-14,16-May-15,20-Feb-14,1065551.61
,,,Politechnika Opolska,Dobre Praktyki (O)polskiego Biznesu,2-Jan-13,1-Jan-14,17-Jan-13,600000
,,,,Wsparcie na STARCIE 2,27-Feb-14,26-May-15,2-Mar-14,1734830
,,,Politechnika Opolska ,Wsparcie na STARCIE,2-Jan-13,1-Jul-14,3-Feb-13,1711925
,,,Powiat namys_owski/Powiatowy Urz_d Pracy w Namys_owie,Postaw na przedsi_biorczo__,2-Jan-13,1-Oct-14,17-Feb-13,1723250
,,,Powiat nyski/Powiatowy Urz_d Pracy w Nysie,"Nysa - miasto budzi si_
",2-Jan-13,1-Jul-14,27-Jan-13,1293366
,,,Stowarzyszenie Promocja Przedsi_biorczo_ci SPP,Opolska Ku_nia Przedsi_biorczo_ci,2-Jun-13,1-Apr-14,17-Jun-13,589040
,,,Uniwersytet Opolski,Pomagamy przedsi_biorczym,3-Jan-13,1-Jan-14,24-Jan-13,1511026.68
,,,Wojewódzki Urz_d Pracy w Opolu,PO KLucz do biznesu!,2-Feb-14,1-Dec-15,13-Feb-14,16794861.7
,,,"Wojewódzki Zwi_zek Rolników, Kó_ek i Organizacji Rolniczych",Przedsi_biorcze kobiety na obszarach wiejskich,2-Mar-13,1-Jul-14,31-Mar-13,1998505
,,6.3. Inicjatywy lokalne na rzecz podnoszenia poziomu aktywno_ci zawodowej na obszarach wiejskich,Namys_owskie Stowarzyszenie Inicjatyw Gospodarczych,Do_cign__ zmiany,2-Feb-14,1-Jun-14,20-Feb-14,49950
,VII. Promocja integracji spo_ecznej,7.1. Rozwój i upowszechnienie aktywnej integracji, Miasto i Gmina Dobrodzie_/ Miejsko-Gminny O_rodek Pomocy Spo_ecznej w Dobrodzieniu,Stawiamy na lepsze jutro-program aktywnej integracji spo_ecznej i zawodowejw gminie Dobrodzie_,2-May-12,1-Jan-13,13-Aug-12,81927.46
,,,Gmina Baborów/O_rodek Pomocy Spo_ecznej w Baborowie,Kobieta aktywna zawodowo - kobiet_ jutra.,2-Jul-12,1-Dec-12,6-Sep-12,64394
,,,Gmina Bierawa/Gminny O_rodek Pomocy Spo_ecznej w Bierawie.,Kobieta aktywna ,2-Jul-12,1-Jan-13,13-Aug-12,45748
,,,Gmina Branice/O_rodek Pomocy Spo_ecznej w Branicach,Aktywna integracja w Gminie Branice,2-Apr-13,1-Jan-14,19-May-13,105663
,,,Gmina Byczyna/ O_rodek Pomocy Spo_ecznej w Byczynie,Razem ku przysz_o_ci,2-Jul-12,1-Jan-13,26-Aug-12,197772
,,,Gmina Chrz_stowice/ O_rodek Pomocy Spo_ecznej w Chrz_stowicach,Od bezradno_ci do samodzielno_ci,2-Apr-13,1-Sep-13,30-May-13,36988
,,,Gmina D_browa / O_rodek Pomocy Spo_ecznej w D_browie,WZROST KOMPETENCJI _YCIOWYCH I UMIEJ_TNO_CI ZAWODOWYCH KLIENTÓW O_RODKA POMOCY SPO_ECZNEJ W D_BROWIE,3-Apr-13,1-Jan-14,23-Jul-13,87068
,,,Gmina Domaszowice/O_rodek Pomocy Spo_ecznej w Domaszowicach,Aktywna integracja kobiet w gminie Domaszowice,2-Jul-12,1-Jan-13,2-Sep-12,88330
,,,Gmina G_ubczyce/ O_rodek Pomocy Spo_ecznej w G_ubczycach ,Program aktywizacji spo_eczno-zawodowejbezrobotnych kobiet w gminie G_ubczyce.,2-Jul-12,1-Dec-12,30-Aug-12,149873
,,,Gmina Gogolin/O_rodek Pomocy Spo_ecznej w Gogolinie,Drogowskaz,17-Jun-12,1-Dec-12,12-Sep-12,117212.14
,,,Gmina Grodków/O_rodek Pomocy Spo_ecznej w Grodkowie,Aktywno__ Twoj_ Szans_,2-Jan-12,1-Jan-13,26-Jul-12,271389
,,,Gmina Izbicko/O_rodek Pomocy Spo_ecznej w Izbicku,Aktywna integracja moj_ drog_ do sukcesu,2-Jul-12,1-Nov-12,27-Aug-12,33998
,,,Gmina Jemielnica/Gminny O_rodek Pomocy Spo_ecznej w Jemielnicy,Integracja - nasza sprawa,3-Jun-12,31-Dec-12,20-Aug-12,63990.22
,,,Gmina K_dzierzyn-Ko_le/Miejski O_rodek Pomocy Spo_ecznej w K_dzierzynie-Ko_lu,"Program aktywizacji spo_eczno - zawodowej bezrobotnych ""Nowe Szanse""",2-Jun-12,1-Jan-13,19-Aug-12,528431
,,,Gmina Kluczbork/O_rodek Pomocy Spo_ecznej w Kluczborku,"""Nowe kompetencje - nowe _ycie"". Program aktywizacji zawodowej i spo_ecznej osób d_ugotrwale pozostaj_cych bez pracy w gminie Kluczbork",2-Jan-12,1-Jan-13,9-Aug-12,367341
,,,Gmina Kolonowskie/Miejsko-Gminny O_rodek Pomocy Spo_ecznej w Kolonowskiem,Aktywna integracja szans_ dla ciebie,2-Jun-12,1-Jan-13,2-Sep-12,49435
,,,Gmina Korfantów/O_rodek Pomocy Spo_ecznej w Korfantowie,Wzrost kompetencji _yciowych i umiej_tno_ci zawodowych klientów O_rodka Pomocy Spo_ecznej w Korfantowie,2-Apr-12,1-Jan-13,13-Aug-12,113547.6
,,,Gmina Krapkowice/O_rodek Pomocy Spo_ecznej w Krapkowicach ,Zapobieganie wykluczeniu spo_ecznemu poprzez aktywizacj_ spo_eczno-zawodow_ osób bezrobotnych w Gminie Krapkowice,2-May-12,1-Jan-13,12-Sep-12,220000
,,,Gmina Lasowice Wielkie /Gminny O_rodek Pomocy Spo_ecznej w Lasowicach Wielkich,Nadzieja,2-Feb-13,1-Jan-14,24-Apr-13,51134
,,,Gmina Le_nica/ O_rodek Pomocy Spo_ecznej w Le_nicy,"Wzrost kompetencji zawodowych, moj_ szans_ na rynku pracy",2-Jul-12,1-Dec-12,21-Aug-12,62257
,,,Gmina Lewin Brzeski / Miejsko Gminny O_rodek Pomocy Spo_ecznej w Lewinie Brzeskim,Stop bierno_ci! Wiwat zaradno_ci!Rozwój aktywnych form integracji w Gminie Lewin Brzeski,2-Jun-12,1-Jan-13,30-Aug-12,207056
,,,Gmina Lubsza/O_rodek Pomocy Spo_ecznej w Lubszy,"""Program aktywizacji w Gminie Lubsza""",2-May-13,1-Jan-14,26-May-13,118615.42
,,,Gmina Miasto Brzeg/ Miejski O_rodek Pomocy Spo_ecznej w Brzegu,Twój krok do lepszego jutra,2-Jul-12,1-Jan-13,26-Aug-12,481856
,,,Gmina Namys_ów/O_rodek Pomocy Spo_ecznej w Namys_owie,Pomocna D_o_,2-Jun-12,1-Jan-13,2-Sep-12,291516
,,,Gmina Niemodlin/O_rodek Pomocy Spo_ecznej w Niemodlinie,Wzrost kompetencji _yciowych i umiejetno_ci zawodowych klientów O_rodka Pomocy Spo_ecznej w Niemodlinie,2-Jun-12,1-Jan-13,15-Aug-12,214455
,,,Gmina Nysa/ O_rodek Pomocy Spo_ecznej w Nysie,Aktywizacja spo_eczno-zawodowa klientów OPS w Nysie,2-Apr-12,1-Jan-13,5-Aug-12,816026
,,,Gmina Olesno/O_rodek Pomocy Spo_ecznej w Ole_nie,Aktywizacja spo_eczno - zawodowa bezrobotnych i nie pracuj_cych w gminie Olesno,2-Jul-12,1-Jan-13,19-Aug-12,161777.98
,,,Gmina Olszanka/ Gminny O_rodek Pomocy Spo_ecznej w Olszance z/s w Krzy_owicach,Rozwój form Aktywnej Integracji w Gminie Olszanaka,2-Jun-12,1-Jan-13,30-Aug-12,54232
,,,Gmina Otmuchów/O_rodek Pomocy Spo_ecznej w Otmuchowie,"""Uwierz w swoje mo_liwo_ci""",2-Jul-13,1-Jan-14,13-Aug-13,194182
,,,Gmina Ozimek/O_rodek Integracji i Pomocy Spo_ecznej w Ozimku,Zwi_kszenie aktywno_ci zawodowej osób niepracuj_cych b_d_cych klientami pomocy spo_ecznej w Gminie Ozimek,2-Jun-12,1-Jan-13,23-Aug-12,152983.71
,,,Gmina Paczków/ O_rodek Pomocy Spo_ecznej w Paczkowie,B_d_ kowalem swojego losu-program aktywizacji spo_eczno-zawodowej bezrobotnych w gminie Paczków,2-Jul-12,1-Jan-13,15-Aug-12,239580
,,,Gmina Pakos_awice/Gminny O_rodek Pomocy Spo_ecznej w Pakos_awicach,Nowe kwalifikacje metod_ dzia_a_ z bezrobotnymi w Gminie Pakos_awice,2-Jan-12,1-Jan-13,16-Sep-12,95546
,,,Gmina Pokój/Gminny O_rodek Pomocy Spo_ecznej w Pokoju,Aktywne Pokojanki,2-Jul-12,1-Jan-13,26-Aug-12,74796.38
,,,Gmina Polska Cerekiew/Gminny O_rodek Pomocy Spo_ecznej w Polskiej Cerekwi,Praca - szans_ na lepsze _ycie,2-Apr-13,1-Sep-13,26-May-13,44567
,,,Gmina Popielów/Gminny O_rodek Pomocy Spo_ecznej w Popielowie,PROGRAM AKTYWNE KOBIETY TRZONEM RODZINY,2-Jul-12,1-Jan-13,28-Aug-12,105684.86
,,,Gmina Praszka/Miejsko Gminny O_rodek Pomocy Spo_ecznej w Praszce,Program aktywizacji spo_eczno-zawodowej bezrobotnych w gminie Praszka - FENIX,2-Jul-12,1-Jan-13,2-Aug-12,133215.01
,,,Gmina Prószków/Miejski O_rodek Pomocy Spo_ecznej w Prószkowie,Aktywny Prószków,2-Jul-12,1-Jan-13,17-Sep-12,83658
,,,Gmina Rad_ów/Gminny O_rodek Pomocy Spo_ecznej w Rad_owie,Mimo wszystko,2-Jul-12,1-Jan-13,11-Sep-12,44705.54
,,,Gmina Rudniki/ Gminny O_rodek Pomocy Spo_ecznej w Rudnikach,Program aktywnej integracji w Gminie Rudniki,2-Jun-12,1-Jan-13,29-Aug-12,96040
,,,Gmina Skarbimierz/Gminny O_rodek Pomocy Spo_ecznej w Skarbimierzu,Mo_na inaczej,2-Jun-12,1-Jan-13,9-Aug-12,76158
,,,Gmina Strzelce Opolskie/O_rodek Pomocy Spo_ecznej w Strzelcach Opolskich,Nasza praca,3-Jun-12,1-Jan-13,9-Aug-12,298394.62
,,,Gmina _wierczów/Gminny O_rodek Pomocy Spo_ecznej,Aktywizacja zawodowa drog_ do samodzielno_ci,2-Jan-12,1-Jan-13,25-Jul-12,76051.98
,,,Gmina Tarnów Opolski/O_rodek Pomocy Spo_ecznej w Tarnowie Opolskim,Ma_ymi kroczkami do celu,2-Jun-12,1-Jan-13,26-Aug-12,72544
,,,Gmina Tu_owice/ O_rodek Pomocy Spo_ecznej w Tu_owicach,Budzimy do dzia_ania,2-Jul-12,1-Jan-13,23-Aug-12,68458
,,,Gmina Turawa/ Gminny O_rodek Pomocy Spo_ecznej w Turawie,Pomocna d_o_,2-May-13,1-Sep-13,30-Jun-13,49560
,,,Gmina Ujazd/O_rodek Pomocy Spo_ecznej w Uje_dzie,Moja szansa,3-Jun-12,1-Dec-12,27-Aug-12,66128
,,,Gmina Wilków/Gminny O_rodek Pomocy Spo_ecznej w Wilkowie,Nowe kwalifikacje - nowe perspektywny,2-Jun-12,1-Jan-13,3-Sep-12,104374
,,,Gmina Wo_czyn/O_rodek Pomocy Spo_ecznej w Wo_czynie,Wzrost kompetencji _yciowych i umiej_tno_ci zawodowych klientów O_rodka Pomocy Spo_ecznej w Wo_czynie,2-May-12,1-Jan-13,19-Jul-12,213910
,,,Gmina Zawadzkie/O_rodek Pomocy Spo_ecznej w Zawadzkiem,"Program aktywizacji spo_eczno -zawodowej  osób niepracuj_cych  ""Lepszy start"" w Gminie Zawadzkie",2-Aug-12,1-Jan-13,23-Aug-12,96971
,,,Gmina Zdzieszowice/Miejsko-Gminny O_rodek Pomocy Spo_ecznej w Zdzieszowicach,Podnoszenie kwalifikacji klientów MGOPS szans_ powrotu na rynek pracy,2-Jun-12,1-Jan-13,9-Aug-12,116449.7
,,,Gmina Z_bowice/Gminny O_rodek Pomocy Spo_ecznej w Z_bowicach,WYKORZYSTAJ SWOJ_ SZANS_- program aktywnej integracji spo_ecznej,2-Jul-12,1-Jan-13,9-Aug-12,44774
,,,Miejski O_rodek Pomocy Rodzinie w Opolu,Program aktywizacji spo_eczno-zawodowej bezrobotnych oraz nieaktywnych zawodowo klientów Miejskiego O_rodka Pomocy Rodzinie w Opolu pn. Moja Praca - Moja Przysz_o__,2-Jun-12,1-Jan-13,19-Jul-12,560000
,,,O_rodek Pomocy Spo_ecznej w G_ucho_azach,RODZINNE ABC,2-Jan-12,1-Jan-13,23-Aug-12,264867
,,,O_rodek Pomocy Spo_ecznej w Walcach,Aktywizacja spo_eczno- zawodowa bezrobotnych w gminie Walce,2-Sep-12,1-Dec-12,30-Aug-12,33621
,,,Powiat Brzeski/Powiatowe Centrum Pomocy Rodzinie w Brzegu,Aktywizacja zawodowa i spo_eczna wychowanków placówek opieku_czo-wychowawczych i osób niepe_nosprawnych,16-Jun-12,16-Dec-12,6-Aug-12,142484.1
,,,Powiat G_ubczycki/ Powiatowe Centrum Pomocy Rodzinie w G_ubczycach,Gotowi do pracy - aktywizacja osób zagro_onych wykluczeniem spo_ecznym,2-Jan-12,1-Jan-13,26-Jul-12,89411.1
,,,Powiat K_dzierzy_sko-Kozielski/ Powiatowe Centrum Pomocy Rodzinie w K_dzierzynie-Ko_lu,Poszerz swoje mo_liwo_ci,2-Jun-12,1-Jan-13,30-Aug-12,427471.4
,,,Powiat Kluczborski/Powiatowe Centrum Pomocy Rodzinie w Kluczborku,"""Dobry Start""",2-Jun-12,1-Jan-13,14-Aug-12,142490.5
,,,Powiat Krapkowicki/Powiatowe Centrum Pomocy Rodzinie w Krapkowicach,Lepszy start,2-Jan-12,1-Jan-13,8-Aug-12,94987.16
,,,Powiat Namys_owski/Powiatowe Centrum Pomocy Rodzinie w Namys_owie,"""Wspólnymi si_ami ku samodzielno_ci""",2-Jan-12,1-Jan-13,2-Sep-12,23748.4
,,,Powiat Nyski/ Powiatowe Centrum Pomocy Rodzinie w Nysie,"""Samo-DZIELNI""",2-Jun-12,1-Jan-13,13-Aug-12,427471.1
,,,Powiat Oleski/ Powiatowe Centrum Pomocy Rodzinie w Ole_nie,WYKORZYSTAJ SWÓJ POTENCJA_ ,2-Jan-12,1-Jan-13,15-Aug-12,23748.4
,,,Powiat Opolski/Powiatowe Centrum Pomocy Rodzinie w Opolu,Aktywno_ci_ przeciw wykluczeniu,2-May-12,1-Jan-13,2-Sep-12,130596
,,,Powiat Prudnicki / Powiatowe Centrum Pomocy Rodzinie w Prudniku,Wzrost kompetencji _yciowych i umiej_tno_ci zawodowych klientów Powiatowego Centrum Pomocy Rodzinie w Prudniku,6-Jan-13,1-Jan-14,22-May-13,110919.87
,,,Powiat Strzelecki/Powiatowe Centrum Pomocy Rodzinie w Strzelcach Opolskich,"""18+ nowe szanse i mo_liwo_ci""",2-Jan-13,1-Jan-14,15-Apr-13,159082.25
,,,Regionalny O_rodek Polityki Spo_ecznej w  Opolu,"""Podnoszenie kwalifikacji kadry pomocy i  integracji spo_ecznej w województwie opolskim""",2-Jan-12,1-Jan-13,9-Mar-12,1759461
,,,Województwo Opolskie/ Regionalny O_rodek Polityki Spo_ecznej w  Opolu,Podnoszenie kwalifikacji kadry pomocy i integracji spo_ecznej w województwie opolskim,2-Jan-13,1-Jan-14,4-Mar-13,935367
,,7.2. Przeciwdzia_anie wykluczeniu i wzmocnienie sektora ekonomii spo_ecznej,bit Polska Sp. z o.o.,Akademia ECDL - podniesienie kwalifikacji zawodowych osób z dysfunkcjami s_uchu z województwa opolskiego w zakresie technologii IT,2-Jan-14,1-Apr-15,13-Jan-14,646788.85
,,,",,CTC Polska"" Spó_ka. z o.o.",Zatrudniam bez uprzedze_,2-Apr-13,1-Oct-13,13-May-13,298089.76
,,,Diecezjalna Fundacja Obrony _ycia,Od samotno_ci do samodzielno_ci,2-Feb-14,1-Mar-15,3-Mar-14,199930
,,,Europejskie Centrum Edukacyjne - Europäisches Bildungszentrum Sp. z o.o.,Aktywator,2-Jan-14,1-Jan-15,30-Dec-13,605970
,,,Fundacja Dom Rodzinnej Rehabilitacji Dzieci z Pora_eniem Mózgowym,Chc_ biec do ludzi,5-May-13,1-Jul-14,21-Jul-13,723231.48
,,,"Fundacja ""Merkury""",Opolski Inkubator Spo_ecznej Przedsi_biorczo_ci,2-Jan-14,1-Jan-15,2-Mar-14,663922
,,,Fundacja Pomocy Dzieciom B_d_ Dobroczy_c_,"BOSA Ekonomia spo_eczna, czyli Brzesko-Opolsko-Strzeleccy Animatorzy Ekonomii Spo_ecznej ",3-Jan-13,1-Jan-14,25-Mar-13,756298
,,,Gmina Byczyna,Byczy_ski Inkubator Gospodarki Spo_ecznej,2-Jan-13,1-Jul-14,27-May-13,481055
,,,,Byczy_ski Inkubator Gospodarki Spo_ecznej,2-Jan-14,1-Jul-15,5-Mar-14,465390
,,,"Gmina Byczyna/Centrum Integracji Spo_ecznej "" CISPOL""",Nowe perspektywy,2-Jan-13,1-Jul-14,28-Apr-13,798252
,,,,Potrafisz,2-Apr-14,1-Jul-15,5-Mar-14,698230
,,,Miedzynarodowe Centrum Partnerstwa Partners Network,"""Animatorzy i Animatorki Ekonomii Spo_ecznej w powiatach: nyskim, prudnickim i krapkowickim""",2-Mar-14,1-Apr-15,8-Jan-14,694607.4
,,,Opolskie Centrum Demokracji Lokalnej FRDL,Do wielkich osi_gni__ przez trudno_ci,2-Jan-14,1-Jul-15,9-Jan-14,455937.85
,,,Powiat Brzeski / Powiatowe Centrum Pomocy Rodzinie w Brzegu,DOBRY STA_ - PRAC_ MASZ,2-Jan-13,1-Apr-14,28-Mar-13,402050
,,,Powiat namys_owski/Powiatowy Urz_d Pracy w Namys_owie,Zamknij drzwi wykluczeniu,2-Feb-13,1-Jul-14,29-Apr-13,309389
,,,Powiat Prudnicki - Powiatowe Centrum Pomocy Rodzinie w Prudniku,"NOWE WYZWANIA-NASZE DZIA_ANIA. Program wspieraj_cy powrót do zatrudnienia osób wykluczonych spo_ecznie poprzez kursy, rozwój umiej_tno_ci spo_ecznych oraz poradnictwo psychospo_eczne i zawodowe. ",2-Feb-13,1-Jul-14,26-May-13,631285.96
,,,Regionalny O_rodek Polityki Spo_ecznej ,Wsparcie dla opolskiego modelu ekonomii spo_ecznej,2-Sep-13,1-Jan-15,4-Nov-13,935270
,,,Spó_dzielnia Socjalna Us_ugowo-Handlowo-Produkcyjna  w Byczynie,_atwiejszy dost_p do rynku pracy,2-Jan-14,1-Apr-15,16-Feb-14,666978.4
